user_id,item_id,rating
user_378,activity_210,5
user_304,activity_285,3
user_17,activity_256,3
user_174,activity_193,4
user_112,activity_113,3
user_318,activity_131,1
user_263,activity_54,3
user_287,activity_265,2
user_466,activity_161,4
user_480,activity_86,4
user_287,activity_177,5
user_7,activity_246,3
user_471,activity_254,5
user_327,activity_53,1
user_238,activity_228,3
user_50,activity_96,4
user_494,activity_263,2
user_290,activity_95,3
user_399,activity_164,5
user_397,activity_222,2
user_6,activity_262,1
user_150,activity_84,3
user_111,activity_35,5
user_187,activity_81,2
user_384,activity_196,4
user_10,activity_233,2
user_194,activity_118,4
user_19,activity_260,5
user_421,activity_255,1
user_225,activity_52,4
user_354,activity_279,1
user_201,activity_157,3
user_493,activity_214,1
user_369,activity_114,1
user_13,activity_8,2
user_236,activity_280,1
user_245,activity_277,3
user_493,activity_3,2
user_441,activity_28,5
user_97,activity_214,5
user_74,activity_145,5
user_41,activity_40,2
user_16,activity_164,1
user_485,activity_75,5
user_361,activity_26,1
user_286,activity_133,3
user_167,activity_97,4
user_236,activity_172,1
user_409,activity_189,2
user_45,activity_63,2
user_309,activity_192,3
user_180,activity_291,3
user_281,activity_28,5
user_266,activity_295,3
user_163,activity_112,3
user_294,activity_231,3
user_309,activity_97,5
user_311,activity_288,2
user_35,activity_238,4
user_466,activity_226,4
user_490,activity_200,2
user_449,activity_72,1
user_295,activity_16,1
user_216,activity_60,3
user_103,activity_41,1
user_38,activity_290,3
user_497,activity_228,4
user_171,activity_101,2
user_11,activity_274,5
user_43,activity_16,2
user_56,activity_11,3
user_263,activity_148,1
user_214,activity_197,1
user_465,activity_88,4
user_142,activity_58,2
user_488,activity_25,2
user_15,activity_198,1
user_406,activity_281,5
user_85,activity_249,5
user_6,activity_136,3
user_175,activity_214,5
user_81,activity_222,4
user_422,activity_102,1
user_13,activity_158,3
user_107,activity_187,5
user_97,activity_130,5
user_170,activity_182,4
user_38,activity_14,1
user_3,activity_209,1
user_15,activity_107,2
user_310,activity_226,2
user_33,activity_250,5
user_140,activity_273,3
user_378,activity_38,4
user_28,activity_244,4
user_184,activity_271,4
user_238,activity_265,1
user_358,activity_64,1
user_2,activity_141,2
user_323,activity_145,5
user_152,activity_192,5
user_493,activity_72,1
user_376,activity_139,3
user_292,activity_60,5
user_426,activity_197,3
user_61,activity_225,1
user_198,activity_51,4
user_58,activity_71,4
user_348,activity_62,5
user_242,activity_106,2
user_312,activity_217,1
user_240,activity_258,5
user_260,activity_53,1
user_8,activity_98,4
user_377,activity_240,5
user_378,activity_177,2
user_61,activity_144,3
user_159,activity_226,5
user_119,activity_88,1
user_67,activity_97,3
user_104,activity_122,4
user_28,activity_136,3
user_408,activity_225,4
user_169,activity_8,1
user_260,activity_225,4
user_462,activity_37,3
user_388,activity_175,2
user_401,activity_36,4
user_175,activity_283,5
user_460,activity_80,2
user_39,activity_223,5
user_114,activity_185,3
user_55,activity_39,2
user_39,activity_236,1
user_261,activity_215,3
user_335,activity_167,4
user_352,activity_58,3
user_303,activity_168,5
user_362,activity_44,1
user_180,activity_169,4
user_190,activity_154,4
user_6,activity_132,3
user_44,activity_248,3
user_30,activity_22,2
user_393,activity_159,3
user_436,activity_157,2
user_355,activity_257,5
user_476,activity_11,2
user_223,activity_12,3
user_112,activity_232,1
user_359,activity_222,2
user_187,activity_162,3
user_413,activity_73,1
user_223,activity_59,5
user_476,activity_277,4
user_403,activity_241,4
user_218,activity_191,1
user_11,activity_192,2
user_119,activity_209,2
user_269,activity_191,5
user_203,activity_163,3
user_226,activity_6,5
user_394,activity_32,3
user_458,activity_57,2
user_481,activity_225,5
user_3,activity_98,5
user_488,activity_38,5
user_156,activity_74,4
user_287,activity_129,4
user_21,activity_26,3
user_336,activity_235,4
user_476,activity_20,5
user_442,activity_83,3
user_440,activity_256,2
user_379,activity_14,2
user_444,activity_162,1
user_280,activity_279,4
user_273,activity_270,4
user_207,activity_26,4
user_429,activity_144,5
user_308,activity_7,3
user_173,activity_49,4
user_198,activity_180,4
user_377,activity_45,1
user_221,activity_205,1
user_381,activity_235,4
user_227,activity_8,1
user_443,activity_213,5
user_116,activity_71,3
user_63,activity_204,1
user_71,activity_276,2
user_477,activity_94,3
user_300,activity_216,1
user_101,activity_266,3
user_87,activity_40,1
user_75,activity_45,4
user_147,activity_160,2
user_423,activity_241,4
user_352,activity_1,1
user_288,activity_232,5
user_413,activity_76,4
user_153,activity_102,2
user_165,activity_89,2
user_497,activity_142,2
user_105,activity_122,1
user_261,activity_72,1
user_369,activity_203,2
user_347,activity_83,3
user_382,activity_6,3
user_83,activity_207,4
user_389,activity_21,2
user_382,activity_2,1
user_187,activity_13,3
user_465,activity_11,4
user_396,activity_24,5
user_242,activity_121,3
user_54,activity_237,4
user_172,activity_220,5
user_182,activity_287,3
user_299,activity_81,2
user_210,activity_149,5
user_351,activity_58,3
user_411,activity_201,3
user_34,activity_92,1
user_390,activity_212,2
user_444,activity_23,4
user_292,activity_3,4
user_363,activity_19,4
user_151,activity_49,1
user_434,activity_95,1
user_419,activity_249,5
user_353,activity_227,2
user_334,activity_261,2
user_242,activity_185,5
user_267,activity_130,5
user_17,activity_39,5
user_398,activity_224,3
user_281,activity_7,4
user_239,activity_86,2
user_427,activity_13,2
user_374,activity_292,5
user_421,activity_40,4
user_380,activity_110,1
user_83,activity_129,1
user_378,activity_27,2
user_162,activity_228,5
user_448,activity_163,5
user_406,activity_286,3
user_9,activity_194,2
user_92,activity_265,4
user_349,activity_256,5
user_275,activity_263,3
user_459,activity_0,1
user_63,activity_283,1
user_106,activity_174,5
user_203,activity_164,1
user_496,activity_119,4
user_311,activity_155,4
user_250,activity_129,1
user_292,activity_19,2
user_284,activity_0,3
user_197,activity_244,3
user_324,activity_160,1
user_178,activity_205,4
user_489,activity_275,5
user_241,activity_215,3
user_298,activity_125,2
user_216,activity_284,1
user_38,activity_222,3
user_177,activity_293,4
user_150,activity_125,5
user_307,activity_233,4
user_374,activity_7,2
user_340,activity_128,5
user_351,activity_4,2
user_192,activity_118,2
user_426,activity_113,2
user_144,activity_25,1
user_75,activity_288,1
user_146,activity_286,5
user_303,activity_68,1
user_89,activity_219,2
user_497,activity_191,1
user_160,activity_168,1
user_175,activity_268,1
user_244,activity_76,1
user_458,activity_97,5
user_101,activity_131,3
user_453,activity_81,5
user_488,activity_278,3
user_364,activity_128,1
user_212,activity_142,1
user_75,activity_198,5
user_402,activity_92,1
user_416,activity_223,1
user_290,activity_101,2
user_266,activity_109,2
user_449,activity_264,3
user_84,activity_281,2
user_453,activity_116,5
user_153,activity_152,4
user_132,activity_292,4
user_227,activity_270,3
user_431,activity_20,3
user_335,activity_116,4
user_398,activity_280,4
user_202,activity_50,4
user_276,activity_140,3
user_289,activity_51,3
user_156,activity_238,4
user_290,activity_135,2
user_419,activity_157,2
user_1,activity_76,4
user_89,activity_262,4
user_73,activity_38,5
user_158,activity_70,1
user_425,activity_297,4
user_83,activity_262,1
user_171,activity_172,2
user_46,activity_140,5
user_213,activity_219,1
user_25,activity_8,2
user_471,activity_120,5
user_169,activity_71,1
user_153,activity_292,4
user_49,activity_151,3
user_99,activity_59,2
user_344,activity_145,3
user_163,activity_241,5
user_174,activity_48,3
user_107,activity_225,1
user_118,activity_148,1
user_149,activity_292,3
user_475,activity_159,3
user_137,activity_77,5
user_440,activity_253,1
user_257,activity_290,5
user_145,activity_41,5
user_166,activity_240,3
user_486,activity_279,4
user_301,activity_18,4
user_217,activity_101,2
user_287,activity_166,5
user_493,activity_35,5
user_352,activity_163,3
user_72,activity_135,1
user_378,activity_69,1
user_486,activity_195,5
user_48,activity_129,4
user_4,activity_26,5
user_263,activity_229,2
user_66,activity_299,5
user_57,activity_258,2
user_214,activity_171,2
user_101,activity_208,3
user_353,activity_285,4
user_263,activity_149,4
user_441,activity_35,5
user_332,activity_286,1
user_310,activity_207,2
user_445,activity_157,1
user_54,activity_11,1
user_399,activity_135,4
user_2,activity_143,5
user_278,activity_114,5
user_467,activity_247,4
user_320,activity_120,5
user_83,activity_230,1
user_271,activity_37,4
user_225,activity_141,4
user_480,activity_150,2
user_236,activity_65,1
user_340,activity_257,3
user_248,activity_179,2
user_195,activity_261,3
user_405,activity_142,4
user_100,activity_243,2
user_11,activity_238,1
user_41,activity_165,2
user_428,activity_290,2
user_157,activity_133,3
user_335,activity_6,4
user_13,activity_72,5
user_162,activity_65,3
user_129,activity_205,4
user_465,activity_255,2
user_24,activity_280,5
user_309,activity_288,4
user_94,activity_269,1
user_109,activity_237,5
user_435,activity_24,5
user_116,activity_24,4
user_172,activity_11,4
user_140,activity_30,4
user_145,activity_159,5
user_42,activity_253,2
user_59,activity_150,3
user_286,activity_4,3
user_417,activity_265,1
user_129,activity_266,2
user_252,activity_55,1
user_470,activity_82,1
user_98,activity_148,1
user_155,activity_189,3
user_262,activity_79,4
user_96,activity_259,4
user_102,activity_39,1
user_100,activity_220,4
user_419,activity_123,2
user_62,activity_115,5
user_482,activity_6,3
user_91,activity_13,5
user_85,activity_132,2
user_61,activity_218,5
user_245,activity_229,5
user_137,activity_64,5
user_212,activity_241,5
user_212,activity_180,2
user_484,activity_172,4
user_464,activity_187,3
user_190,activity_255,5
user_281,activity_195,2
user_51,activity_111,4
user_81,activity_231,3
user_232,activity_220,4
user_412,activity_41,5
user_41,activity_112,1
user_191,activity_16,1
user_424,activity_128,2
user_59,activity_47,5
user_96,activity_9,2
user_313,activity_231,5
user_283,activity_202,2
user_263,activity_213,1
user_78,activity_172,3
user_68,activity_86,5
user_7,activity_199,1
user_86,activity_42,1
user_108,activity_151,1
user_132,activity_147,5
user_231,activity_227,3
user_435,activity_210,3
user_27,activity_50,3
user_441,activity_260,5
user_349,activity_7,2
user_37,activity_110,4
user_336,activity_222,1
user_328,activity_48,4
user_381,activity_77,1
user_168,activity_216,2
user_118,activity_189,2
user_265,activity_148,4
user_139,activity_257,5
user_180,activity_159,4
user_225,activity_10,2
user_270,activity_272,2
user_182,activity_152,3
user_333,activity_123,2
user_472,activity_113,4
user_413,activity_212,4
user_287,activity_173,1
user_375,activity_121,1
user_267,activity_232,2
user_148,activity_148,4
user_223,activity_202,3
user_344,activity_21,4
user_284,activity_268,2
user_257,activity_28,5
user_462,activity_282,2
user_94,activity_87,4
user_460,activity_277,3
user_420,activity_188,1
user_183,activity_2,3
user_22,activity_29,4
user_366,activity_280,5
user_110,activity_135,2
user_185,activity_143,1
user_363,activity_260,3
user_448,activity_103,3
user_223,activity_9,5
user_383,activity_230,3
user_410,activity_65,1
user_111,activity_12,1
user_499,activity_85,2
user_89,activity_53,4
user_208,activity_13,1
user_417,activity_19,3
user_399,activity_242,3
user_100,activity_185,4
user_110,activity_131,4
user_393,activity_23,3
user_153,activity_292,5
user_309,activity_201,4
user_187,activity_56,5
user_19,activity_272,4
user_220,activity_13,3
user_215,activity_228,2
user_54,activity_253,2
user_157,activity_81,3
user_158,activity_187,4
user_402,activity_210,5
user_75,activity_29,2
user_485,activity_116,4
user_191,activity_18,5
user_227,activity_182,1
user_182,activity_145,4
user_112,activity_250,4
user_250,activity_117,5
user_160,activity_197,4
user_147,activity_239,3
user_398,activity_197,4
user_74,activity_136,2
user_399,activity_60,2
user_49,activity_258,5
user_106,activity_112,5
user_197,activity_50,5
user_402,activity_34,2
user_498,activity_68,5
user_319,activity_48,5
user_73,activity_191,5
user_355,activity_69,2
user_259,activity_125,2
user_418,activity_128,1
user_99,activity_296,4
user_363,activity_187,1
user_30,activity_83,1
user_35,activity_212,4
user_105,activity_219,3
user_438,activity_219,2
user_335,activity_181,2
user_216,activity_204,4
user_328,activity_227,3
user_83,activity_249,3
user_440,activity_20,4
user_177,activity_6,2
user_159,activity_247,3
user_147,activity_142,5
user_425,activity_153,4
user_375,activity_141,1
user_164,activity_20,2
user_68,activity_130,2
user_420,activity_160,2
user_116,activity_195,2
user_326,activity_85,1
user_80,activity_151,5
user_60,activity_27,2
user_42,activity_168,1
user_16,activity_97,2
user_64,activity_4,2
user_21,activity_111,1
user_65,activity_97,3
user_124,activity_166,4
user_343,activity_293,4
user_58,activity_137,3
user_191,activity_242,1
user_447,activity_31,5
user_19,activity_153,4
user_365,activity_213,5
user_78,activity_213,4
user_91,activity_269,3
user_380,activity_167,2
user_283,activity_25,1
user_446,activity_65,1
user_247,activity_253,3
user_455,activity_43,1
user_41,activity_226,4
user_278,activity_88,3
user_177,activity_196,3
user_266,activity_267,2
user_7,activity_296,4
user_484,activity_84,1
user_46,activity_237,2
user_41,activity_267,2
user_262,activity_258,3
user_113,activity_39,1
user_219,activity_128,5
user_415,activity_175,3
user_100,activity_259,3
user_31,activity_136,4
user_394,activity_15,1
user_62,activity_108,5
user_20,activity_157,5
user_161,activity_259,4
user_101,activity_222,3
user_246,activity_127,3
user_324,activity_24,3
user_352,activity_195,1
user_403,activity_153,5
user_226,activity_188,4
user_476,activity_264,4
user_485,activity_133,3
user_59,activity_212,2
user_469,activity_130,4
user_475,activity_285,2
user_495,activity_276,4
user_247,activity_217,1
user_468,activity_162,4
user_33,activity_40,3
user_430,activity_74,1
user_278,activity_175,1
user_324,activity_107,3
user_349,activity_270,3
user_418,activity_288,4
user_380,activity_271,2
user_65,activity_247,4
user_46,activity_200,4
user_123,activity_0,3
user_3,activity_293,5
user_226,activity_116,5
user_301,activity_141,4
user_459,activity_38,1
user_354,activity_251,5
user_206,activity_209,3
user_224,activity_133,3
user_218,activity_90,2
user_375,activity_45,4
user_327,activity_189,3
user_146,activity_29,3
user_83,activity_280,2
user_101,activity_214,1
user_82,activity_109,3
user_386,activity_274,1
user_283,activity_172,1
user_250,activity_123,1
user_274,activity_119,5
user_316,activity_163,1
user_285,activity_264,1
user_375,activity_88,3
user_308,activity_226,1
user_442,activity_221,1
user_195,activity_67,4
user_263,activity_1,1
user_124,activity_109,1
user_119,activity_126,5
user_61,activity_157,4
user_34,activity_266,2
user_468,activity_254,5
user_324,activity_275,5
user_450,activity_171,1
user_200,activity_34,1
user_481,activity_215,1
user_7,activity_75,1
user_146,activity_25,4
user_92,activity_231,5
user_306,activity_37,4
user_156,activity_178,4
user_310,activity_27,4
user_405,activity_75,5
user_66,activity_193,2
user_346,activity_256,1
user_209,activity_60,4
user_261,activity_217,3
user_135,activity_92,5
user_240,activity_141,3
user_431,activity_236,4
user_311,activity_176,5
user_188,activity_48,1
user_189,activity_135,3
user_403,activity_89,5
user_244,activity_191,2
user_362,activity_232,1
user_343,activity_36,1
user_40,activity_16,5
user_306,activity_58,1
user_38,activity_191,3
user_493,activity_146,3
user_332,activity_126,5
user_0,activity_167,4
user_18,activity_71,5
user_108,activity_267,5
user_239,activity_89,4
user_249,activity_7,1
user_346,activity_173,5
user_430,activity_214,1
user_174,activity_145,2
user_323,activity_160,4
user_81,activity_146,4
user_423,activity_83,1
user_224,activity_242,1
user_422,activity_257,5
user_104,activity_201,2
user_306,activity_265,2
user_50,activity_117,1
user_376,activity_38,4
user_258,activity_83,3
user_116,activity_1,5
user_165,activity_295,2
user_80,activity_267,3
user_234,activity_212,1
user_126,activity_222,1
user_278,activity_293,4
user_276,activity_106,2
user_419,activity_98,5
user_374,activity_72,5
user_485,activity_121,4
user_363,activity_287,3
user_194,activity_155,4
user_334,activity_40,3
user_47,activity_159,2
user_312,activity_117,4
user_379,activity_166,2
user_439,activity_155,5
user_6,activity_195,5
user_55,activity_192,4
user_274,activity_156,2
user_443,activity_125,3
user_304,activity_293,5
user_391,activity_175,4
user_439,activity_203,1
user_30,activity_112,5
user_433,activity_66,3
user_44,activity_259,2
user_154,activity_233,3
user_305,activity_261,3
user_124,activity_244,2
user_484,activity_121,5
user_36,activity_169,4
user_356,activity_34,4
user_273,activity_200,1
user_284,activity_76,3
user_430,activity_125,4
user_400,activity_108,4
user_68,activity_164,1
user_304,activity_161,5
user_341,activity_41,2
user_415,activity_108,3
user_249,activity_20,4
user_138,activity_91,5
user_482,activity_110,2
user_138,activity_272,3
user_251,activity_103,1
user_151,activity_249,3
user_164,activity_7,4
user_4,activity_144,5
user_163,activity_146,3
user_116,activity_266,5
user_46,activity_139,5
user_245,activity_4,1
user_183,activity_19,1
user_45,activity_11,1
user_370,activity_146,2
user_303,activity_107,4
user_307,activity_69,2
user_227,activity_101,3
user_416,activity_215,3
user_202,activity_191,1
user_498,activity_241,1
user_178,activity_218,2
user_91,activity_174,4
user_390,activity_162,1
user_327,activity_115,5
user_336,activity_224,3
user_62,activity_293,3
user_442,activity_12,5
user_286,activity_207,2
user_479,activity_21,5
user_213,activity_170,3
user_53,activity_297,5
user_463,activity_203,2
user_168,activity_151,3
user_183,activity_285,1
user_221,activity_162,3
user_369,activity_263,2
user_112,activity_29,3
user_64,activity_291,1
user_36,activity_0,5
user_140,activity_231,5
user_187,activity_127,1
user_126,activity_256,4
user_34,activity_193,1
user_289,activity_259,3
user_354,activity_71,3
user_397,activity_187,5
user_172,activity_289,5
user_60,activity_82,3
user_357,activity_15,2
user_423,activity_144,2
user_233,activity_143,4
user_321,activity_12,4
user_289,activity_294,3
user_391,activity_214,3
user_117,activity_220,5
user_294,activity_232,5
user_268,activity_20,3
user_52,activity_274,1
user_280,activity_213,1
user_182,activity_22,2
user_9,activity_53,4
user_147,activity_159,2
user_13,activity_177,4
user_365,activity_52,4
user_204,activity_58,2
user_11,activity_118,2
user_337,activity_247,2
user_126,activity_74,1
user_203,activity_48,1
user_478,activity_240,2
user_348,activity_153,2
user_95,activity_213,1
user_342,activity_87,2
user_263,activity_156,4
user_138,activity_120,1
user_106,activity_146,1
user_410,activity_161,4
user_451,activity_99,2
user_398,activity_140,3
user_176,activity_197,4
user_178,activity_185,2
user_412,activity_216,2
user_174,activity_22,5
user_404,activity_234,5
user_100,activity_23,4
user_10,activity_272,4
user_430,activity_280,1
user_20,activity_210,4
user_292,activity_297,1
user_100,activity_27,1
user_354,activity_145,3
user_235,activity_12,2
user_228,activity_99,2
user_15,activity_136,1
user_165,activity_99,5
user_342,activity_172,5
user_161,activity_215,4
user_273,activity_2,4
user_325,activity_148,4
user_487,activity_64,4
user_20,activity_251,3
user_226,activity_12,1
user_48,activity_117,2
user_52,activity_43,5
user_73,activity_45,5
user_164,activity_101,2
user_469,activity_137,3
user_408,activity_110,1
user_267,activity_181,4
user_23,activity_28,3
user_408,activity_227,2
user_187,activity_229,1
user_339,activity_118,4
user_271,activity_174,1
user_103,activity_91,2
user_459,activity_282,5
user_169,activity_186,1
user_161,activity_133,5
user_152,activity_32,2
user_6,activity_243,1
user_125,activity_11,3
user_372,activity_134,4
user_110,activity_159,3
user_263,activity_224,1
user_455,activity_44,3
user_131,activity_103,3
user_412,activity_156,2
user_225,activity_204,4
user_470,activity_217,4
user_89,activity_103,1
user_118,activity_132,4
user_433,activity_142,4
user_277,activity_232,1
user_58,activity_89,4
user_198,activity_25,1
user_393,activity_266,5
user_180,activity_67,4
user_458,activity_48,4
user_101,activity_215,4
user_56,activity_46,1
user_173,activity_241,2
user_240,activity_4,4
user_307,activity_247,1
user_433,activity_225,5
user_121,activity_276,5
user_389,activity_293,2
user_77,activity_201,5
user_222,activity_221,3
user_477,activity_5,5
user_7,activity_234,4
user_160,activity_208,3
user_332,activity_49,3
user_350,activity_155,4
user_69,activity_168,4
user_354,activity_251,3
user_89,activity_138,5
user_88,activity_273,3
user_470,activity_153,4
user_107,activity_284,3
user_124,activity_272,3
user_298,activity_244,2
user_417,activity_246,5
user_361,activity_7,4
user_494,activity_93,1
user_426,activity_38,1
user_186,activity_83,2
user_341,activity_92,4
user_136,activity_73,4
user_100,activity_155,2
user_254,activity_170,5
user_215,activity_169,4
user_359,activity_54,3
user_277,activity_100,3
user_376,activity_140,5
user_9,activity_227,1
user_437,activity_247,3
user_33,activity_128,1
user_92,activity_240,3
user_467,activity_116,3
user_98,activity_112,3
user_345,activity_205,1
user_273,activity_172,4
user_348,activity_180,3
user_81,activity_113,1
user_57,activity_153,5
user_403,activity_115,2
user_314,activity_202,1
user_104,activity_192,1
user_277,activity_236,1
user_220,activity_67,5
user_255,activity_138,3
user_148,activity_98,4
user_281,activity_108,4
user_198,activity_153,5
user_404,activity_131,2
user_83,activity_241,4
user_108,activity_220,1
user_367,activity_146,4
user_493,activity_270,3
user_420,activity_194,3
user_39,activity_188,4
user_481,activity_23,2
user_3,activity_289,1
user_432,activity_180,4
user_278,activity_68,5
user_317,activity_168,1
user_248,activity_187,5
user_312,activity_137,5
user_316,activity_211,3
user_383,activity_178,4
user_475,activity_37,3
user_419,activity_238,1
user_452,activity_29,5
user_24,activity_111,3
user_434,activity_205,1
user_381,activity_46,4
user_38,activity_15,5
user_309,activity_148,1
user_271,activity_58,2
user_201,activity_31,3
user_161,activity_254,1
user_464,activity_138,2
user_213,activity_272,4
user_47,activity_110,1
user_122,activity_101,1
user_320,activity_190,1
user_50,activity_291,1
user_488,activity_87,2
user_103,activity_270,3
user_197,activity_0,2
user_166,activity_125,1
user_80,activity_250,1
user_476,activity_72,5
user_69,activity_261,4
user_307,activity_244,3
user_336,activity_62,1
user_75,activity_174,5
user_182,activity_191,1
user_336,activity_270,4
user_31,activity_127,4
user_401,activity_42,4
user_418,activity_77,2
user_288,activity_269,2
user_188,activity_246,4
user_215,activity_167,3
user_192,activity_282,5
user_239,activity_146,4
user_79,activity_42,2
user_88,activity_147,4
user_427,activity_150,2
user_375,activity_21,3
user_312,activity_6,3
user_113,activity_271,3
user_178,activity_209,4
user_463,activity_123,1
user_112,activity_11,5
user_330,activity_282,4
user_400,activity_96,5
user_56,activity_68,3
user_32,activity_49,1
user_18,activity_213,5
user_378,activity_46,4
user_288,activity_140,4
user_181,activity_78,3
user_127,activity_247,4
user_28,activity_279,2
user_318,activity_201,1
user_56,activity_217,5
user_201,activity_16,2
user_5,activity_57,5
user_411,activity_168,5
user_81,activity_218,1
user_203,activity_70,3
user_386,activity_265,2
user_344,activity_290,2
user_123,activity_279,2
user_165,activity_21,2
user_426,activity_294,3
user_156,activity_229,4
user_474,activity_40,4
user_107,activity_83,3
user_366,activity_289,3
user_133,activity_206,3
user_265,activity_72,1
user_351,activity_47,1
user_442,activity_99,3
user_257,activity_64,3
user_153,activity_265,5
user_78,activity_149,3
user_47,activity_247,4
user_97,activity_24,5
user_283,activity_67,1
user_136,activity_163,3
user_384,activity_137,4
user_72,activity_236,2
user_415,activity_287,1
user_329,activity_282,2
user_418,activity_243,3
user_340,activity_126,1
user_411,activity_270,4
user_92,activity_72,3
user_409,activity_247,4
user_272,activity_42,1
user_40,activity_169,2
user_211,activity_167,1
user_244,activity_150,4
user_46,activity_62,1
user_365,activity_68,3
user_431,activity_289,3
user_60,activity_160,3
user_15,activity_93,2
user_337,activity_37,3
user_163,activity_76,3
user_457,activity_90,3
user_493,activity_208,1
user_389,activity_106,1
user_294,activity_283,1
user_181,activity_36,1
user_337,activity_55,3
user_340,activity_257,5
user_57,activity_122,4
user_229,activity_167,4
user_113,activity_251,3
user_36,activity_91,2
user_353,activity_62,3
user_185,activity_184,5
user_259,activity_213,5
user_362,activity_87,4
user_475,activity_206,1
user_310,activity_2,2
user_120,activity_101,5
user_495,activity_132,1
user_201,activity_20,2
user_454,activity_108,4
user_82,activity_290,4
user_68,activity_128,4
user_139,activity_282,2
user_22,activity_152,5
user_60,activity_51,1
user_236,activity_31,5
user_35,activity_109,2
user_176,activity_294,1
user_368,activity_212,5
user_136,activity_5,3
user_108,activity_34,1
user_117,activity_260,2
user_86,activity_75,3
user_413,activity_213,1
user_284,activity_238,5
user_86,activity_140,4
user_494,activity_111,5
user_400,activity_246,5
user_449,activity_133,4
user_17,activity_93,1
user_413,activity_208,3
user_415,activity_121,2
user_494,activity_114,4
user_161,activity_200,2
user_27,activity_10,3
user_117,activity_151,3
user_136,activity_174,1
user_445,activity_18,3
user_329,activity_174,2
user_448,activity_140,1
user_417,activity_92,5
user_47,activity_244,5
user_412,activity_294,2
user_16,activity_70,5
user_324,activity_281,1
user_450,activity_6,2
user_304,activity_102,5
user_192,activity_240,1
user_170,activity_24,3
user_252,activity_206,5
user_116,activity_281,4
user_143,activity_24,4
user_72,activity_119,1
user_92,activity_85,1
user_498,activity_117,1
user_198,activity_205,5
user_338,activity_146,2
user_424,activity_270,3
user_138,activity_180,1
user_231,activity_145,3
user_383,activity_47,2
user_223,activity_135,4
user_238,activity_184,4
user_334,activity_219,4
user_312,activity_48,5
